id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,issuer_bank_name,issuer_bank_state,issuer_bank_type,issuer_risk_rating
1491,745,Mastercard,Credit,5953949146709597.0,Jan-24,474,YES,2,11400.00,Feb-20,2020,No,PNC Bank,PA,Regional,Low
5646,1508, MasterCard,Debit (Prepaid),5868862947419305.0,Aug-22,245,YES,1,$95,Nov-11,2011,No,Wells Fargo,CA,National,Medium
1108,1508,Mastercard,Credit,5418163465826338.0,Jun-23,559,YES,2,$10700,Feb-07,2015,No,Truist,NC,Regional,Medium
3508,1508,AMEX,Credit,377303000000000.0,Feb-24,524,YES,1,$8700,Jun-11,2011,No,Discover Bank,IL,Online,Low
3279,1508,Vissa,Debit,4609477454357089.0,Jan-22,347,YES,2,12150.00,Jun-04,2008,No,JPMorgan Chase,NY,National,Low
3617,1158, Discover ,Credit,6617202891382002.0,Mar-19,499,YES,1,$7800,Jun-17,2017,No,PNC Bank,PA,Regional,Low
1329,1158,Visa,DEB,4863697166227070.0,Oct-13,748,NO,1,$13761,not available,2013,No,Citi,NY,National,Medium
3946,1427,Visa,  Debit,4525977155603081.0,Jun-20,662,YES,2,$45377,Jul-10,2011,No,Truist,NC,Regional,Medium
465,352,Mastercard,Debit,5168144985829715.0,Jan-20,454,YES,1,$18091,Jan-20,2020,No,U.S. Bank,MN,Regional,Low
466,352,Mastercard,Deibt,5081154452848669.0,Dec-22,211,YES,1,$14514,Jan-20,2020,No,Wells Fargo,CA,National,Medium
1492,1948,Mastercard,Credit,5540056584502163.0,Mar-22,749,YES,1,$15900,Feb-20,2020,No,Citi,NY,National,Medium
760,1948,Visa,,4089244507142221.0,Dec-20,999,YES,1,error_value,Jan-20,2020,No,Wells Fargo,CA,National,Medium
761,1948,VVisa,Debit,4084435358903513.5,Sep-21,778,YES,2,$17905,Jan-20,2020,No,pnc bank,PA,Regional,Low
5624,724,Visa,Credit,4015255845214445.0,Jul-22,244,YES,2,$7000,Nov-10,2011,No,PNC Bank,PA,Regional,Low
2656,724,VISA,Credit,4998601196255206.0,Jul-20,12,YES,3,$7100,Apr-10,2010,No,Chase Bank,NY,National,Low
2876,724,Mastercard,D,5832356224925490.0,Jun-24,245,YES,2,$16476,May-05,2008,No,Ally Bank,MI,Online,Low
5868,724,Visa,Credit,4984837369742443.0,Oct-09,257,NO,2,$7200,Dec-06,2011,No,PNC Bank,PA,Regional,Low
5996,543,Mastercard,CC,5929898393818083.0,Oct-17,671,YES,1,"11,800",Dec-10,2011,No,Truist,NC,Regional,Medium
4320,543,Mastercard,Debit,5284022658441928.0,Dec-18,405,YES,2,$6832,Aug-10,2015,No,U.S. Bank,MN,regional,Low
4708,543,Mastercard,Debit,5534901273086337.0,Dec-23,387,YES,2,$6222,Sep-09,2009,No,Wells Fargo,CA ,National,Medium
2920,1559,Amex,Credit,369192000000000.0,Mar-24,251,YES,1,$13300,May-07,2015,No,Capital One,VA,Online,Medium
5797,1559,Visa,Debit,4862436349200537.0,Aug-23,49,YES,2,$2942,Dec-03,2014,No,PNC Bank,PA,Regional,Low
3301,1559,Vissa,Debit,4714754243202455.0,Dec-22,297,YES,2,$33539,Jun-05,2018,No,Ally Bank,MI,Online,Low
1787,1199,Visa,Credit,4495252841912344.0,Apr-23,938,YES,2,$14000,Feb-20,2020,No,Discover Bank,IL,Online,Low
762,1199, V ,,4982363893558200.0,Jun-24,388,YES,1,20.2k,Jan-20,2020,No,Capital One,VA,Online,Medium
467,1745,Mastercard,DEBIT,5504969419405753.0,Mar-22,907,YES,1,ten thousand,Jan-20,2020,No,U.S. Bank,MN,Regional,Low
1788,1745,Visa  ,Debit,4420607109678464.0,Feb-20,318,YES,2,$24677,Feb-20,2020,No,U.S. Bank,MN,Regional,Low
1789,1745,Visa,Debit,4863290933542106.0,Feb-20,80,YES,1,$16520,Feb-20,2020,No,Citi,NY,national,Medium
5028,1950,VVisa,Debit,4154322307475525.0,Apr-08,150,YES,2,$6708,Oct-05,2013,No,Wells Fargo,CA,National,Medium
328,1950,Mastercard,Credit,5963981612717511.0,Oct-22,871,YES,1,$1200,Jan-14,2014,No,Citi,NY,National,Medium
4374,1950,Visa,Debit,4155798170380731.0,Jun-22,512,YES,1,"10,903",Aug-11,2011,No,PNC Bank,PA,Regional,Low
1312,1950,Mastercard,Debiit,5258035150490120.0,Oct-21,728,YES,1,$6710,Feb-13,2013,No,JPMorgan Chase,NY,National,Low
5730,1950, Mastercard ,DEBIT,5931155323451029.0,May-24,580,YES,2,$10841,Nov-17,2017,No,JPMorgan Chase,NY,National,Low
763,1397,Visa,Debit (Prepaid),4356768889068512.0,Nov-24,204,YES,1,$40,Jan-20,2020,No,Wells Fargo,CA,NATIONAL,Medium
2957,1397,Mastercard,Debit,5728788703554068.0,May-23,492,YES,2,$29340,May-08,2010,No,Citi,NY,National,Medium
3627,1397,Amex  ,Credit,339750000000000.0,Jun-20,70,YES,2,$13600,Jun-18,2018,No,CITI,NY,National,Medium
3044,1397,Mastercard,Crdeit,5717397423380285.0,Sep-22,862,YES,2,7.7k,May-10,2010,No,Truist,NC,Regional,Medium
5401,873,Mastercard,Debit,5256835813261969.0,Nov-21,934,YES,1,$18803,Nov-04,2008,No, Chase Bank ,NY,National,Low
3205,873,mastercard,unknown,5289111922145094.0,Oct-22,314,YES,2,"28,405",Jun-98,2008,No,Citi,NY,National,Medium
1269,873,Mastercard,Debit,5649539832197637.0,Apr-11,892,YES,1,$15521,Feb-11,2011,No,U.S. Bank,MN,Regional,Low
20,1728,Visa,Credit,4665365862082531.0,Jun-21,412,YES,1,$3800,Jan-01,2003,No,PNC Bank,PA,Regional,Low
3493,1728,visa,Credit Card,4209145697099683.0,Oct-22,498,YES,2,10900.00,Jun-10,2013,No,Discover Bank,IL,Online,low
153,1728,Mastercard,Debit,5042804591987313.0,Mar-23,431,YES,2,$1930,Jan-08,2015,No,Wells Fargo,CA,National,Medium
4422,1728,,Credit,6203739864158389.0,Mar-24,288,YES,2,$13900,Aug-14,2014,No,U.S. Bank,MN,Regional,Low
223,299,Mastercard ,  Debit,5541834458092370.0,Mar-24,143,YES,1,$5575,Jan-10,2010,No,Ally Bank,MI,Online,Low
2756,299,Amex,Credt,339124000000000.0,May-23,369,NO,2,$8300,not available,2016,No,Ally Bank,MI,Online,Low
208,299,VVisa,Debit,4282874431983773.0,May-20,127,YES,1,$13009,Jan-09,2009,No,U.S. Bank,MN,Regional,Low
468,299,Mastercard,D,5692291424544263.0,Dec-24,696,YES,2,"12,029",Jan-20,2020,No,U.S. Bank,MN,Regional,Low
764,299,Vissa,Credit,4149119638454529.0,Aug-22,294,YES,1,error_value,Jan-20,2020,No,PNC Bank,PA,Regional,Low
4414,1742,V,Debit,4155430243935975.0,Oct-22,653,YES,1,"24,123",Aug-13,2013,No,Ally Bank,MI,Online,Low
1155,1742,V!sa,Credt,4768983039467326.0,Mar-15,74,YES,1,$14700,Feb-08,2010,No,Wells Fargo,CA,National,Medium
5869,1742,  Visa,Debit (Prepaid) ,4792307130049695.0,Feb-20,221,YES,2,$12,Dec-06,2013,No,Discover Bank,IL,Online,Low
4559,1742,Visa,Debit,4365366370182160.0,Jul-20,290,YES,1,$11737,Sep-04,2009,No,Wells Fargo,CA,National,Medium
2005,1004,Visa,Debit,4479806423403351.0,Jan-24,246,YES,1,$14366,01-03-97,2008,No,Citi,NY,National,Medium
345,1004,Mastercard,Debit,5109749812856637.0,Aug-15,246,YES,1,$17272,Jan-15,2015,No,Citi,NY,NATIONAL,Medium
3672,1004, Mastercard ,Debit,5898286991473581.0,Nov-23,372,YES,2,ten thousand,Jul-02,2009,No,PNC Bank,PA,Regional,Low
3742,301,Visa,Credit,4180974548713375.0,May-23,975,YES,1,$21000,Jul-05,2009,No,Wells Fargo,CA,National,Medium
1493,1011,Mastercard,Debit,5256742061038585.0,May-24,930,YES,2,$21470,Feb-20,2020,No,Discover Bank,IL,Online,Low
4915,906,Visa,De bit,4301090834057529.0,Dec-17,718,YES,1,$26850,Sep-17,2017,No,Truist,nc,Regional,MEDIUM
1190,906,VISA,CC,4173086816288788.0,Sep-24,817,YES,2,$10400,Feb-09,2010,No,CAPITAL ONE,VA,ONLINE,medium
5095,906,V,Credit,4917647337454706.0,Jul-08,328,YES,2,$8000,Oct-07,2011,No,Truist,NC,Regional,Medium
2409,906,  Visa,Credit,4457557218642444.0,Jan-20,701,YES,2,13.0k,Apr-00,2010,No,U.S. Bk,MN,Regional,Low
3760,906,Mastercard,Debit,5561065562359955.0,Mar-20,147,YES,1,"5,840",Jul-06,2009,No,Wells Fargo,CA ,National,Medium
2174,906, MasterCard,Debit  (Prepaid),5459775781589173.0,Feb-12,293,YES,2,$68,Mar-08,2012,No,JPMorgan Chase,NY,National,Low
4756,110, Amex,Credit,332229000000000.0,Oct-22,702,YES,1,$16000,Sep-10,2016,No,Bank of America,NC,National,Medium
3240,110,Visa,Debit,4359508857343088.0,Mar-08,274,NO,1,$32223,Jun-02,2005,No,Discover Bank,IL,Online,Low
5189,110,Mastercard,Debit,5386335706439778.0,Jan-22,713,YES,2,"13,323",Oct-10,2010,No,Bank of America,NC,National,Medium
4103,110,Visa,Debit ,4157348591484751.0,Jul-21,945,YES,2,$576,Aug-01,2011,No,Wells Fargo,CA,National,Medium
2547,1073,VISA,Debit,4614417915507952.0,Sep-24,808,YES,1,$25977,Apr-07,2009,No,Truist,NC,Regional,Medium
4436,1073,VISA,Debit (PREPAID),4791246805564219.0,Mar-16,126,YES,1,$84,2028-10-16,2014,No,Truist,NC,Regional,Medium
4597,705, Mastercard ,Debit (Prepaid),5619919350397758.0,Oct-21,786,YES,2,$23,Sep-06,2010,No,Bank of America,NC,National,Medium
5359,705,  Visa,Credit,4560018445952481.0,Sep-23,454,NO,2,$5200,Nov-99,2009,No,Ally Bank,MI,Online,Low
3311,820,Mastercard ,Debit (Prepaid),5416807432483550.0,Aug-13,557,YES,2,$66,Jun-06,2010,No,Capital One,VA,Online,Medium
5040,820,Amex,Credit,304316000000000.0,Jun-24,649,YES,1,$1200,Oct-06,2009,No,Truist,NC,Regional,Medium
127,820,Mastercard,Debit,5738964942904646.0,Nov-20,730,YES,1,"20,759",Jan-07,2009,No,Citi,NY,National,Medium
3224,820,Mastercard,Credit,5880489541836648.0,Jun-24,558,YES,1,$15100,Jun-01,2010,No,Capital One,VA,Online,Medium
469,820,Mastercard,Credit,5634478684634263.0,Oct-21,490,YES,1,$11100,Jan-20,2020,No,Bk of America,NC,National,Medium
470,1188,Mastercard ,Debit (Prepaid),5570196053274730.0,May-22,85,YES,2,$52,Jan-20,2020,No,Truist,NC,Regional,Medium
4548,1128,Mastercard,Debit,5493545357380440.0,Aug-24,774,YES,2,$15110,Sep-04,2009,No,JPMorgan Chase,NY,National,Low
4765,1128,Mastercard,CRED,5598634791848895.0,Apr-23,830,YES,2,$10600,Sep-10,2014,No,Ally Bank,MI ,ONLINE,Low
4583,1128,visa,Credit,4923375841500665.0,Jan-20,785,YES,2,8600.00,Sep-05,2011,No,Capital One,Virginia,online,Medium
4316,1128,Amex,Credit,362085000000000.0,Sep-20,71,YES,2,$8400,Aug-10,2012,No,Chase Bank,NY,National,Low Risk
3144,1128,Mastercard,Credt,5389873336522258.0,Oct-22,754,YES,2,"11,100",May-14,2014,No,Chase Bank,NY,National,Low
1139,1479,Mastercard,Credit,5676305121855735.0,Nov-21,58,YES,1,$2800,Feb-08,2010,No,PNC Bank,PA,Regional,Low
6128,1594,Visa,Credit,4434801834503292.0,Sep-19,633,YES,2,"5,700",Dec-16,2016,No,U.S. Bank,MN,Regional,Low
3241,1594,VISA,Debiit,4590995550885290.0,Aug-11,564,YES,1,$12252,Jun-02,2010,No,Citi,NY,National,Medium
3565,1594,Mastercard,Debit,5384502220541945.0,Dec-23,809,YES,1,$22420,Jun-13,2013,No,Citi,NY,National,Medium
5029,1485,VISA,Debit,4072548875903185.5,Sep-18,874,YES,2,$3715,Oct-05,2009,No, Citi ,NY,National,Medium
4298,1485,,Debit (Prepaid),4158689268615889.0,Jun-21,782,YES,1,$67,Aug-09,2011,No, Wells Fargo ,CA,National,Medium
3819,1485,Visa,Debit,4649045635719491.0,Nov-20,362,YES,2,$26460,Jul-07,2017,No,Chase Bank,NY,National,Low
4736,1485, Visa ,DEB,4998107869531292.0,Nov-23,358,YES,1,$12783,Sep-09,2015,No,Ally Bank,MI,Online,Low
88,1390,Amex, Credit,343439000000000.0,Mar-23,98,YES,2,$21400,Jan-06,2011,No,JPMorgan Chase,NY,National,Low
3359,1390,VISA ,Credit,4936982658166186.0,Feb-21,521,NO,2,$13600,Jun-07,2007,No,Ally Bank,MI,Online,Low
5269,1390,Mastercard,Debit,5984892227411114.0,Mar-20,810,NO,1,$46201,Oct-13,2013,No,Bank of America,NC,National,Medium
2657,644,Visa,Credit,4403164286544036.0,Apr-22,303,YES,2,9999999,Apr-10,2010,No,JP Morgan Chase,NY,National,Low
5020,1912,  Mastercard,Debit,5825169460594164.0,Jan-10,127,YES,2,$18937,Oct-05,2010,No,Ally Bank,MI,Online,Low
3544,1584,Mastercard,Debit,5824919835337530.0,Oct-21,975,YES,1,$14539,Jun-12,2012,No,Discover Bank,IL,Online,Low
6038,1584,Mastercard,Debit,5794394537016243.0,Mar-20,830,YES,2,21.7k,Dec-11,2011,No,PNC Bank,PA,Regional,Low
1494,1803,Master Card, Debit ,5717616835023183.0,Dec-23,840,YES,1,"16,858",Feb-20,2020,No,Truist,NC,Regional,Medium
1790,1824,Vissa,Debit,4378087486126492.0,Sep-22,813,NO,2,10000000,Feb-20,2020,No,Truist,NC,Regional,Medium
1791,1824,Visa,Debit (Prepaid),4100715330943607.0,Mar-23,975,YES,2,$61,Feb-20,2020,No,Chase Bank,NY,National,Low
5721,1824,Mastercard,Debit,5353021676816457.0,Apr-22,793,YES,1,"15,683",Nov-16,2016,No,Discover Bank,IL,Online,Low
471,340,Mastercard,Debit (Prepaid),5544687575831334.0,Aug-20,626,YES,1,$65,Jan-20,2020,No,Truist,NC,Regional,Medium
4922,650,Mastercard,DeBiT,5666352544496073.0,Apr-22,14,YES,1,$12139,Sep-19,2019,No,Citi,NY,National,Medium
3669,650,Vissa,Bank Debit,4585463820960900.0,Jul-21,441,YES,1,"10,130",Jul-01,2011,No,JPMorgan Chase,NY,National,Low
3717,650,Vissa,Credit,4452171890920161.0,Aug-23,43,YES,1,$7300,Jul-04,2010,No,JPMorgan Chase,NY,National,Low
5580,650,Visa,Debit (Prepaid),4619393222123922.0,Jan-12,728,NO,1,$57,Nov-09,2016,No,PNC Bank,PA,Regional,Low
3494,650, V ,Credit,4534523963991464.0,Nov-22,855,YES,1,"3,800",Jun-10,2011,No,PNC Bank,PA,Regional,Low
3837,650,Mastercard,Debit (Prepaid),5046657636238622.0,Mar-21,209,YES,2,$121,Jul-08,2008,No,Bank of America,NC,National,Medium
1080,762,Mastercard,Bank Debit,5899151162296319.0,Nov-20,920,YES,1,$13569,Feb-06,2007,No,Chase Bank,NY,National,Low
472,1061,Mastercard,Debit,5178825671566748.0,Feb-20,674,YES,1,$15358,Jan-20,2020,No,Wells Fargo,CA,National,Medium
5356,1931,Mastercard,Debit,5337752472537047.0,Dec-99,627,NO,1,$9550,01-11-99,2018,No,Bank of America,NC,National,Medium
3530,1931,Visa,Credit,4333340134035073.5,Mar-24,27,YES,1,17300.00,Jun-11,2011,No,JPMorgan Chase,NY,National,Low
4199,702,Mastercard,Credit,5981505152751126.0,Feb-21,991,YES,2,$15000,Aug-07,2007,No,Wells Fargo,CA,National,Medium
3863,702, VISA ,Debit (Prepaid),4928847177984551.0,Apr-23,730,YES,2,$106,Jul-08,2008,No, U.S. Bank ,MN,Regional,Low
2258,702,VISA,CR,4071413558241551.0,Apr-21,58,YES,1,20.1k,Mar-10,2017,No,Capital One,VA,Online,Medium
4096,702,visa-card,Debit (Prepaid),4588839670339566.0,Dec-22,44,YES,2,$50,Aug-00,2008,No,Wells Fargo,CA,National,Medium
2175,918,Mastercard,Debit,5511261715732877.0,Feb-15,356,YES,1,$10843,Mar-08,2009,No,PNC Bank,pa,Regional,Low
2734,918, Visa,Debit,4442346065712693.0,Aug-23,225,YES,2,$12057,Apr-14,2014,No,PNC Bank,PA,Regional,Low
3202,1137,Mastercard,Credit,5018280111106134.0,Mar-22,425,YES,2,$11100,May-19,2019,No,U.S. Bank,MN,Regional,Low
3718,1137,VVisa,Debit,4277949954820732.0,Jun-12,902,YES,1,$13969,Jul-04,2008,No,Chase Bank,NY,National,Low
3688,1137,Mastercard,  Credit,5327096819732640.0,Apr-23,715,YES,1,$7600,Jul-03,2017,No,U.S. Bank,MN,Regional Bank,Low
765,66,VISA,D,4453802456299793.5,Oct-24,667,YES,1,$9578,Jan-20,2020,No,Truist,NC,Regional,Medium
1792,66,Visa,Debit,4491913667007053.0,Oct-23,158,YES,1,$16711,Feb-20,2020,No,Capital One,VA,Online,Medium
6136,66,MASTERCARD,Debit,5158128139878007.0,Nov-20,958,YES,2,"15,435",Dec-18,2018,No,PNC Bank,PA,Regional,LOW
391,66,Amex,Credit Card,306900000000000.0,Jun-20,741,YES,1,limit_unknown,Jan-20,2020,No,Bk of America,NC,National Bank,Medium
2743,1406,Mastercard,DEB,5597563473232224.0,Apr-20,348,YES,1,$9431,Apr-15,2015,No, U.S. Bank ,MN,Regional,Low
3883,1406,Mastercard,Credit,5933548652460822.0,Apr-22,92,YES,1,$6100,Jul-09,2012,No,Bank of America,NC,National,Medium
5186,437,Discover,,6661610009330324.0,Sep-14,5,YES,1,$17400,Oct-10,2013,No,Wells Fargo,CA,National,Medium
5454,437,Mastercard,DeBiT,5073319862133386.0,Jan-24,52,YES,1,$35500,Nov-06,2011,No,Discover Bank,IL,Online,Low
3271,437,Mastercard,Debit,5745854957552328.0,Aug-23,938,YES,2,$27687,Jun-04,2007,No,Citi,NY,National,Medium
1495,806,  Mastercard,Debit,5741290693284534.0,Jan-24,500,NO,2,$40073,Feb-20,2020,No,Chase Bank,NY,National,Low
1496,806,Mastercard,Credit,5007745667422003.0,Aug-23,279,YES,2,$22000,Feb-20,2020,No,JPMorgan Chase,NY,National,Low
766,806,  Visa,D,4338188789911417.0,Mar-21,287,NO,2,$8509,Jan-20,2020,No,Ally Bank,MI,Online,Low
3566,891,Mastercard,Debit,5128543726124447.0,Dec-18,303,YES,1,11037.00,Jun-13,2013,No,Wells Fargo,CA,National,Medium
2141,891,Mastercard,unknown,5713930994921001.0,Oct-23,41,YES,1,16986.00,Mar-07,2010,No,Truist,NC ,Regional,Medium
5096,891,visa-card,Credit,4796074118728753.0,Mar-11,978,YES,1,"8,800",Oct-07,2014,No,PNC BANK,PA,Regional,Low
4321,891,Mastercard  , Debit ,5895478812166500.0,Jan-24,598,YES,2,$8212,Aug-10,2011,No,PNC Bank,PA,Regional,Low
4649,891,Visa,Debit,4750471235873274.0,Sep-23,924,YES,2,$24270,Sep-07,2008,No,PNC Bank,PA,Regional,Low
767,1191,Vissa,DEB,4052703300349865.5,Jan-24,388,YES,2,$12586,Jan-20,2020,No,Capital One,VA,Online,Medium
365,701,AMEX,Credit,302702000000000.0,Sep-19,163,NO,2,$11800,Jan-18,2018,No,U.S. Bank,MN,Regional,Low
2042,1147,Mastercard,DEB,5065968170690023.0,Oct-21,724,NO,2,$18050,Mar-03,2010,No,Ally Bank,MI,Online,Low
3924,1147,unknown,CR,6275110784130495.0,Sep-22,286,YES,2,21800.00,Jul-10,2011,No,Truist,NC,Regional,Medium
1497,1625,Mastercard,Debit (PREPAID),5168819174478422.0,Apr-24,832,YES,1,-97,Feb-20,2020,No,Chase Bank,NY,National,Low
2557,1664,,Credit,318803000000000.0,May-09,526,YES,2,$19600,Apr-08,2011,No,Chase Bank,ny,National,Low
2273,1664,Discover,Credit,6611325354970095.0,Dec-19,708,NO,2,$21900,Mar-11,2011,No,Ally Bank,MI,Online,Low
5544,1664,Visa,Credit,4404395202932241.5,Dec-08,547,YES,2,$21400,Nov-08,2011,No,jpmorgan chase,NY,National,Low
5147,1664,,,5166389194621461.0,Feb-24,231,NO,2,$34572,Oct-09,2015,No,Wells Fargo,CA,National,Medium
1498,1273,Mastercard,CrEdIt,5450176266666014.0,Aug-20,94,YES,2,5000000,Feb-20,2020,No,U.S. Bank,MN,Regional,Low
154,1009,Mastercard,CREDIT,5166184234444186.0,Feb-20,459,YES,1,"8,500",Jan-08,2009,No,Ally Bank,MI,Online,Low
4709,1009,Mastercard,Debit,5124862044427461.0,Aug-21,457,YES,2,$19928,Sep-09,2011,No,Capital One,VA,ONLINE,Medium
5601,1009, MasterCard,DeBiT,5103189398605024.0,Jan-23,278,YES,1,$9902,Nov-10,2012,No,JPMorgan Chase,ny,National,Low
1008,1341,VVisa,Credt,4700163491012710.0,Apr-21,598,YES,1,$11000,Feb-02,2015,No,Capital One,VA,Online,Medium
4766,1341,Mastercard,Credit,5742718738269550.0,Aug-23,363,YES,1,"6,300",Sep-10,2010,No,Chase Bank,NY,National,Low
4394,1341,Visa,Debit,4454576588239753.5,Dec-22,519,YES,1,$22474,Aug-12,2012,No,Truist,NC,Regional,Medium
4098,1341,Mastercard,Debit,5676742282559057.0,Aug-24,195,YES,1,$24926,Aug-01,2011,No,PNC Bk,PA,Regional,Low
1499,925,Mastercard,Debit (Prepaid),5832570048691477.0,Feb-20,589,YES,2,$77,Feb-20,2020,No,U.S. Bank,MN,Regional,Low
768,824,Visa,Credit,4973418783827146.0,Feb-20,351,YES,1,9.1k,Jan-20,2020,No,Wells Fargo,CA,National,Medium
5958,824,  Mastercard,Debit,5514287546883555.0,Jul-18,616,YES,1,ten thousand,Dec-09,2010,No,JPMorgan Chase,NY,National,Low
473,824,Mastercard,DB,5393478219521011.0,Jul-20,98,YES,1,$1940,Jan-20,2020,No,Citi,NY,National,Medium
3838,824,Mastercard,Debti,5538157860540581.0,Jun-16,877,YES,2,$100,Jul-08,2008,No,Discover Bank,IL,Online,Low
5074,563,Mastercard,Debit,5493054218474584.0,Jan-21,938,YES,1,$23231,Oct-07,2011,No, Discover Bank ,IL,Online,Low
2097,563,Visa,Debit,4483872607052928.0,Mar-09,224,YES,2,$17323,Mar-05,2011,No,Bank of America,NC,national,MEDIUM
1060,563,Visa,Credit,4539282352879535.0,Jul-21,719,YES,2,11800.00,Feb-05,2018,No,Wells Fargo,CA,National,Medium
4054,563,Mastercard,Credit,5261546733039060.0,Jun-22,897,YES,2,$6100,Jul-17,2017,No,Bank of America,NC,National,Medium
2760,563,  Mastercard,DeBiT,5607545663588371.0,Jun-22,320,YES,1,$18241,Apr-16,2016,No,Chase Bank,NY,National,Low
2864,563,VISA,Debit (Prepaid),4615078938268870.0,Nov-07,149,NO,2,$100,May-04,2010,No,Discover Bank,IL,Online,Low
5485,1612,Master Card,CR,5237651154500170.0,Dec-07,555,YES,2,$12700,Nov-07,2010,No,Capital One,Virginia,online,Medium
2581,1700,Visa,Credit,4012401097853240.0,Mar-22,931,YES,3,$4600,Apr-08,2010,No,Truist,NC,Regional,Medium
474,963,Mastercard,DB,5144733341253778.0,May-23,686,YES,1,$21106,Jan-20,2020,No,U.S. Bank,MN,Regional,Low
1500,963,Mastercard,Debit,5407128452594549.0,Feb-20,444,YES,1,$16417,Feb-20,2020,No,PNC Bank,PA,Regional,Low
1353,963,Mastercard,Credit,5011729300918944.0,Oct-20,29,YES,1,$6500,Feb-15,2015,No,U.S. Bank,MN,regional,Low
475,904, MasterCard  ,Credit,5952221076870750.0,Aug-20,821,YES,2,$5600,Jan-20,2020,No,Citi,NY,National,Medium
2297,1586,Mastercard,CC,5991530949395987.0,Jul-15,711,YES,1,$5700,Mar-12,2012,No,Capital One,VA,Online,Medium
6051,1586,Visa,Credit,4442371694432271.0,Nov-22,200,YES,1,$11800,Dec-11,2011,No,Truist,NC,regional,Medium
1122,1586,Visa,Credit,4635588567901594.0,May-22,313,YES,2,$20700,Feb-07,2007,No,Ally Bank,MI,Online,Low
1365,1586,Mastercard,Debit,5891506977538040.0,Feb-21,906,YES,2,$17587,Feb-16,2016,No,Wells Fargo,CA,National,Medium
5168,1286,VISA, Debit,4820798124390414.0,Jan-21,40,YES,2,$24651,Oct-09,2015,No,Wells Fargo,CA,National Bank,Medium
5798,1286,  Vissa,Debit,4855497833896747.0,Feb-20,610,YES,2,10000000,Dec-03,2009,No,Ally Bank,MI,Online,Low
5518,719,Mastercard,Debit,5866359917107313.0,Dec-23,102,YES,1,$21727,Nov-08,2008,No,Ally Bank,Michigan,Online,Low
6021,719,VISA,CrEdIt,4682446350562811.0,Aug-23,554,YES,1,"13,900",Dec-10,2010,No,PNC Bank,PA,Regional,Low
4075,719,Mastercard ,  Credit,5206052634840458.0,May-22,923,YES,2,$10300,Jul-19,2019,No,Citi,NY,National,Medium
769,1469,Vissa,Debit (Prepaid),4208596410593807.0,Nov-24,957,YES,1,$16,Jan-20,2020,No,Chase Bk,NY,National,Low
770,930,Visa,Debit,4447933834459564.0,Apr-24,90,YES,1,$9146,Jan-20,2020,No,Discover Bank,IL,Online,Low
1501,930, Mastercard ,CrEdIt,5140347165185819.0,Feb-20,633,YES,2,$5000,Feb-20,2020,No,Capital One,VA,Online,Medium
2761,1814,,De bit,5333200083950497.0,Jul-16,47,YES,1,17.9k,Apr-16,2016,No,U.S. Bank,MN,Regional,Low
4375,1814,VISA,Debit (Prepaid),4790335686286667.0,Jan-22,921,YES,1,$59,Aug-11,2011,No,Bank of America,NC,National,Medium
1040,1814,Visa,  Credit,4205377401404983.0,Jul-22,905,YES,1,$11800,Feb-04,2013,No,Citi,NY,National,Medium
2298,1723,Mastercard,Debit (Prepaid),5000674775470352.0,Oct-16,358,YES,2,74,Mar-12,2012,No, Chase Bank ,NY,National,Low
4099,1723,Mastercard,Debit,5261707910736288.0,May-20,104,YES,1,$13168,not available,2007,No,Ally Bank,MI,Online,Low
2479,1723,Mastercard ,Debit,5197717468385411.0,Jul-06,928,YES,1,error_value,Apr-05,2007,No,PNC Bank,PA,Regional,Low
1502,1377,MASTERCARD,Debit,5367393978634449.0,Feb-20,488,YES,2,$21478,Feb-20,2020,No,Discover Bank,IL,ONLINE,Low
4598,1377,Mastercard,Debit Card,5132040468161147.0,Jun-22,792,YES,2,"4,583",Sep-06,2015,No,PNC Bank,PA,Regional,Low
1793,1377,visa-card,DeBiT (PrePaid),4389249731393097.5,Feb-20,950,YES,1,11,Feb-20,2020,No,U.S. Bank,MN,Regional,Low
5097,470,Vissa,Credit,4050701553546409.5,Jul-20,644,YES,1,$5800,Oct-07,2013,No,Discover Bk,IL,Online,Low
2896,470,MASTERCARD,DeBiT,5569531561859094.0,Jan-13,29,YES,2,$2704,May-06,2013,No,Truist,NC,Regional,Medium
3733,470,Mastercard,Debit,5926369913315413.0,Apr-21,982,NO,1,$7581,Jul-05,2014,No,Capital One,VA,Online,Medium
1794,1804,Vissa,Credit,4333566542239051.0,Feb-20,211,NO,1,error_value,Feb-20,2020,No,Citi,NY,National,Medium
476,1804,  Mastercard,DEB,5979460179212685.0,Oct-22,565,YES,1,$9984,Jan-20,2020,No,Citi,NY,National,Medium
1795,1804,Vissa,Debit,4970053603571619.0,Apr-22,864,YES,2,$2174,Feb-20,2020,No,JPMorgan Chase,NY,National,Low
771,1804,  Visa,Credit,4101014748476784.0,Mar-23,701,YES,2,$200,Jan-20,2020,No,U.S. Bank,MN,Regional,Low
1503,229,Mastercard,Credit Card,5613179179990520.0,Apr-21,874,YES,2,$7900,Feb-20,2020,No,JPMorgan Chase,NY,National,Low
2683,229,V, Debit ,4909457460257161.0,Mar-20,892,NO,1,$20827,Apr-11,2011,No,Wells Fargo,CA,National,Medium
